Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
404,Otto Porter Jr.,SF,30,TOR,15,1,174,14,33,0.424,8,23,0.348,6,10,0.6,0.545,3,3,1,6,23,29,8,5,5,2,19,39
405,Bobby Portis,PF,28,MIL,74,1,1793,405,808,0.501,86,220,0.391,319,588,0.543,0.554,94,120,0.783,121,415,536,86,59,27,78,175,990
406,Kristaps Porzi??is,C,28,BOS,52,52,1552,356,699,0.509,101,277,0.365,255,422,0.604,0.582,239,278,0.86,88,273,361,101,36,97,84,146,1052
407,Micah Potter,PF,25,UTA,12,0,127,12,21,0.571,7,13,0.538,5,8,0.625,0.738,3,3,1,5,22,27,2,1,2,3,5,34
408,Dwight Powell,C,32,DAL,58,8,763,68,99,0.687,1,2,0.5,67,97,0.691,0.692,61,84,0.726,84,104,188,77,23,19,29,105,198
409,Norman Powell,SG,30,LAC,70,1,1824,349,705,0.495,152,349,0.436,197,356,0.553,0.603,132,160,0.825,14,165,179,75,39,22,62,127,982
410,Jason Preston,PG,24,UTA,4,0,30,2,6,0.333,0,0,,2,6,0.333,0.333,0,0,,3,4,7,7,1,0,2,1,4
411,Joshua Primo,SG,21,LAC,2,0,10,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,1,0,1,0,0,1,4,0,2
412,Taurean Prince,PF,29,LAL,71,49,1959,232,526,0.441,130,334,0.389,102,192,0.531,0.565,46,64,0.719,16,189,205,109,52,33,63,139,640
413,Payton Pritchard,PG,26,BOS,74,3,1592,235,524,0.448,128,334,0.383,107,190,0.563,0.571,39,48,0.813,64,172,236,225,32,6,52,93,637
414,Olivier-Maxence Prosper,PF,21,DAL,35,0,263,26,75,0.347,8,34,0.235,18,41,0.439,0.4,23,34,0.676,20,44,64,20,5,3,5,17,83
415,Trevelin Queen,SG,26,ORL,13,0,163,14,38,0.368,3,17,0.176,11,21,0.524,0.408,9,12,0.75,3,16,19,18,7,5,7,15,40
416,Neemias Queta,C,24,BOS,26,0,296,51,83,0.614,0,0,,51,83,0.614,0.614,17,24,0.708,46,61,107,14,11,15,10,46,119
417,Immanuel Quickley,PG-SG,24,TOT,62,32,1793,347,803,0.432,153,386,0.396,194,417,0.465,0.527,170,205,0.829,15,211,226,286,43,9,85,102,1017
417,Immanuel Quickley,SG,24,NYK,30,0,720,152,335,0.454,64,162,0.395,88,173,0.509,0.549,82,94,0.872,5,72,77,74,16,3,31,44,450
417,Immanuel Quickley,PG,24,TOR,32,32,1073,195,468,0.417,89,224,0.397,106,244,0.434,0.512,88,111,0.793,10,139,149,212,27,6,54,58,567
418,Lester Quinones,SG,23,GSW,33,0,369,48,123,0.39,27,77,0.351,21,46,0.457,0.5,18,27,0.667,20,50,70,33,6,2,16,41,141
419,Jahmi'us Ramsey,SG,22,TOR,7,1,121,18,41,0.439,6,22,0.273,12,19,0.632,0.512,5,6,0.833,4,18,22,8,7,0,7,10,47
420,Julius Randle,PF,29,NYK,46,46,1630,395,836,0.472,76,244,0.311,319,592,0.539,0.518,236,302,0.781,99,324,423,229,25,12,159,125,1102
421,Duop Reath,C,27,POR,60,20,1091,209,439,0.476,80,217,0.369,129,222,0.581,0.567,61,83,0.735,83,134,217,63,29,33,51,150,559
422,Austin Reaves,SG,25,LAL,75,50,2412,420,861,0.488,138,378,0.365,282,483,0.584,0.568,223,258,0.864,51,280,331,423,61,19,161,134,1201
423,Cam Reddish,SF,24,LAL,46,26,961,89,228,0.39,36,108,0.333,53,120,0.442,0.469,41,54,0.759,26,71,97,47,47,14,31,62,255
424,Paul Reed,C,24,PHI,75,23,1445,230,433,0.531,20,54,0.37,210,379,0.554,0.554,59,80,0.738,178,261,439,94,57,77,59,183,539
425,Naz Reid,C,24,MIN,73,8,1750,357,748,0.477,148,364,0.407,209,384,0.544,0.576,96,126,0.762,68,305,373,95,52,64,94,152,958
426,Jared Rhoden,SG,24,DET,10,0,99,13,25,0.52,4,11,0.364,9,14,0.643,0.6,2,2,1,2,14,16,7,1,4,6,12,32
427,Nick Richards,C,26,CHO,64,51,1702,249,362,0.688,0,1,0,249,361,0.69,0.688,129,176,0.733,168,358,526,51,24,74,69,165,627
428,Josh Richardson,SG,30,MIA,43,6,1103,154,347,0.444,66,190,0.347,88,157,0.561,0.539,51,54,0.944,18,103,121,105,24,14,36,76,425
429,Duncan Robinson,SF,29,MIA,64,32,1824,298,654,0.456,183,454,0.403,115,200,0.575,0.596,78,88,0.886,15,150,165,188,43,16,91,153,857
430,Jerome Robinson,SG,26,GSW,19,0,69,9,29,0.31,2,15,0.133,7,14,0.5,0.345,6,10,0.6,1,4,5,5,0,3,2,5,26
431,Mitchell Robinson,C,25,NYK,23,21,645,64,110,0.582,0,0,,64,110,0.582,0.582,17,44,0.386,120,110,230,15,32,29,25,43,145
432,Orlando Robinson,C,23,MIA,33,7,300,36,72,0.5,8,15,0.533,28,57,0.491,0.556,19,25,0.76,28,56,84,34,7,8,18,35,99
433,Jeremiah Robinson-Earl,PF,23,NOP,33,1,308,42,86,0.488,12,34,0.353,30,52,0.577,0.558,12,15,0.8,21,48,69,20,10,4,13,23,108
434,David Roddy,PF,22,TOT,62,13,1170,165,408,0.404,48,164,0.293,117,244,0.48,0.463,47,68,0.691,53,156,209,79,27,11,57,70,425
434,David Roddy,PF,22,MEM,48,13,1114,155,386,0.402,47,156,0.301,108,230,0.47,0.462,46,67,0.687,51,149,200,76,25,11,54,68,403
434,David Roddy,PF,22,PHO,14,0,56,10,22,0.455,1,8,0.125,9,14,0.643,0.477,1,1,1,2,7,9,3,2,0,3,2,22
435,Ryan Rollins,PG,21,WAS,10,0,66,13,25,0.52,2,3,0.667,11,22,0.5,0.56,13,17,0.765,2,9,11,11,8,3,7,7,41
436,Derrick Rose,PG,35,MEM,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191
437,Terry Rozier,SG-PG,29,TOT,57,56,1926,419,946,0.443,132,381,0.346,287,565,0.508,0.513,162,187,0.866,34,203,237,330,58,20,99,97,1132
437,Terry Rozier,SG,29,CHO,30,30,1065,252,549,0.459,83,232,0.358,169,317,0.533,0.535,109,129,0.845,17,100,117,198,32,12,65,52,696
437,Terry Rozier,PG,29,MIA,27,26,861,167,397,0.421,49,149,0.329,118,248,0.476,0.482,53,58,0.914,17,103,120,132,26,8,34,45,436
438,Rayan Rupert,SG,19,POR,31,4,373,37,96,0.385,16,40,0.4,21,56,0.375,0.469,15,19,0.789,16,44,60,39,6,2,20,36,105
439,D'Angelo Russell,PG,27,LAL,69,62,2235,449,978,0.459,201,480,0.419,248,498,0.498,0.562,147,180,0.817,28,185,213,439,63,33,141,146,1246
440,Matt Ryan,SF,26,NOP,24,1,375,49,112,0.438,41,90,0.456,8,22,0.364,0.621,13,14,0.929,6,33,39,17,6,1,18,31,152
441,Domantas Sabonis,C,27,SAC,74,74,2651,580,964,0.602,31,78,0.397,549,886,0.62,0.618,260,367,0.708,257,750,1007,615,65,44,244,226,1451
442,Luka ?amani?,PF,24,UTA,36,3,252,35,95,0.368,10,40,0.25,25,55,0.455,0.421,23,29,0.793,12,57,69,9,2,6,15,25,103
443,Jermaine Samuels,SF,25,HOU,11,0,53,8,11,0.727,0,2,0,8,9,0.889,0.727,2,2,1,2,9,11,2,1,1,0,4,18
444,Adama Sanogo,PF,21,CHI,4,0,12,4,4,1,0,0,,4,4,1,1,2,3,0.667,3,4,7,0,0,0,1,0,10
445,Gui Santos,PF,21,GSW,20,0,158,22,44,0.5,9,22,0.409,13,22,0.591,0.602,14,15,0.933,15,29,44,11,3,2,7,19,67
446,Dario ?ari?,C,29,GSW,62,9,1080,177,381,0.465,73,194,0.376,104,187,0.556,0.56,76,89,0.854,71,206,277,142,30,9,74,111,503
447,Olivier Sarr,C,24,OKC,14,0,95,11,19,0.579,2,6,0.333,9,13,0.692,0.632,10,15,0.667,10,25,35,2,0,7,3,18,34
448,Marcus Sasser,PG,23,DET,64,4,1137,181,419,0.432,74,195,0.379,107,224,0.478,0.52,48,55,0.873,8,103,111,204,38,9,72,94,484
449,Admiral Schofield,PF,26,ORL,21,0,79,9,24,0.375,5,15,0.333,4,9,0.444,0.479,0,2,0,2,13,15,6,1,0,4,8,23
450,Dennis Schr?der,PG,30,TOT,75,53,2328,380,868,0.438,133,348,0.382,247,520,0.475,0.514,161,195,0.826,33,181,214,452,61,16,144,151,1054
450,Dennis Schr?der,PG,30,TOR,51,33,1559,247,559,0.442,77,220,0.35,170,339,0.501,0.511,127,149,0.852,22,118,140,313,46,8,83,105,698
450,Dennis Schr?der,PG,30,BRK,24,20,769,133,309,0.43,56,128,0.438,77,181,0.425,0.521,34,46,0.739,11,63,74,139,15,8,61,46,356
451,Dereon Seabron,SG,23,NOP,6,0,55,4,13,0.308,1,2,0.5,3,11,0.273,0.346,5,6,0.833,1,6,7,5,2,1,0,4,14
452,Alperen Sengun,C,21,HOU,63,63,2046,527,982,0.537,33,111,0.297,494,871,0.567,0.553,244,352,0.693,183,406,589,312,76,46,162,211,1331
453,Brice Sensabaugh,SF,20,UTA,25,8,419,56,149,0.376,20,81,0.247,36,68,0.529,0.443,24,28,0.857,11,60,71,41,10,2,38,27,156
454,Collin Sexton,SG,25,UTA,75,48,1995,492,995,0.494,124,312,0.397,368,683,0.539,0.557,304,354,0.859,67,130,197,367,61,17,153,149,1412
455,Landry Shamet,SG,26,WAS,46,5,726,118,274,0.431,53,157,0.338,65,117,0.556,0.527,38,46,0.826,16,46,62,54,25,10,30,76,327
456,Day'Ron Sharpe,C,22,BRK,57,1,863,160,274,0.584,4,13,0.308,156,261,0.598,0.591,75,123,0.61,147,213,360,82,23,41,64,126,399
457,Shaedon Sharpe,SG,20,POR,32,25,1059,176,434,0.406,60,180,0.333,116,254,0.457,0.475,98,119,0.824,42,118,160,94,28,12,72,88,510
458,Ben Sheppard,SG,22,IND,50,1,665,76,184,0.413,40,124,0.323,36,60,0.6,0.522,20,23,0.87,10,65,75,43,26,2,10,76,212
459,Pascal Siakam,PF,29,TOT,73,73,2453,621,1161,0.535,79,232,0.341,542,929,0.583,0.569,273,373,0.732,123,393,516,329,60,23,131,170,1594
459,Pascal Siakam,PF,29,TOR,39,39,1354,325,623,0.522,46,145,0.317,279,478,0.584,0.559,169,223,0.758,54,192,246,190,32,10,83,87,865
459,Pascal Siakam,PF,29,IND,34,34,1099,296,538,0.55,33,87,0.379,263,451,0.583,0.581,104,150,0.693,69,201,270,139,28,13,48,83,729
460,Ben Simmons,PG,27,BRK,15,12,359,43,74,0.581,0,0,,43,74,0.581,0.581,6,15,0.4,31,88,119,86,12,9,27,36,92
461,Kobi Simmons,PG,26,TOR,3,0,57,7,18,0.389,1,6,0.167,6,12,0.5,0.417,0,0,,1,3,4,9,5,1,1,4,15
462,Anfernee Simons,SG,24,POR,46,46,1582,360,837,0.43,156,405,0.385,204,432,0.472,0.523,163,178,0.916,22,145,167,255,23,5,126,98,1039
463,Zavier Simpson,PG,26,MEM,1,0,9,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,4,1,0,1,1,0
464,Jericho Sims,C,25,NYK,43,10,561,38,54,0.704,0,0,,38,54,0.704,0.704,14,22,0.636,54,88,142,24,8,18,16,42,90
465,Dmytro Skapintsev,C,25,NYK,2,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
466,Jalen Slawson,SF,24,SAC,9,0,31,3,5,0.6,0,2,0,3,3,1,0.6,0,0,,1,6,7,2,1,1,2,7,6
467,Javonte Smart,PG,24,PHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
468,Marcus Smart,PG,29,MEM,20,20,605,102,237,0.43,42,134,0.313,60,103,0.583,0.519,43,56,0.768,6,47,53,86,41,5,62,53,289
469,Dennis Smith Jr.,PG,26,BRK,56,2,1059,147,338,0.435,32,109,0.294,115,229,0.502,0.482,43,58,0.741,50,114,164,203,68,12,68,121,369
470,Dru Smith,SG,26,MIA,9,0,131,15,33,0.455,7,17,0.412,8,16,0.5,0.561,2,2,1,6,8,14,14,9,3,5,12,39
471,Ish Smith,PG,35,CHO,43,5,741,66,158,0.418,4,8,0.5,62,150,0.413,0.43,3,4,0.75,11,65,76,145,17,4,47,49,139
472,Jabari Smith Jr.,PF,20,HOU,68,68,2152,332,733,0.453,120,328,0.366,212,405,0.523,0.535,138,168,0.821,130,435,565,98,50,52,82,183,922
473,Jalen Smith,C,23,IND,54,13,942,208,347,0.599,57,131,0.435,151,216,0.699,0.682,64,94,0.681,94,205,299,55,14,34,39,116,537
474,Nick Smith Jr.,SG,19,CHO,46,0,643,96,245,0.392,53,125,0.424,43,120,0.358,0.5,11,13,0.846,17,43,60,52,8,7,35,53,256
475,Terquavion Smith,PG,21,PHI,12,0,69,16,40,0.4,12,31,0.387,4,9,0.444,0.55,2,3,0.667,0,2,2,10,7,0,4,4,46
476,Jeremy Sochan,PF,20,SAS,74,73,2193,340,776,0.438,70,227,0.308,270,549,0.492,0.483,111,144,0.771,137,339,476,249,62,40,140,168,861
477,Pat Spencer,PG,27,GSW,3,0,6,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,2,0,0,0,0,2
478,Jaden Springer,SG-PG,21,TOT,45,1,448,52,136,0.382,8,44,0.182,44,92,0.478,0.412,30,36,0.833,33,36,69,40,27,14,30,60,142
478,Jaden Springer,SG,21,PHI,32,1,377,46,118,0.39,8,37,0.216,38,81,0.469,0.424,28,34,0.824,25,33,58,35,25,11,26,49,128
478,Jaden Springer,PG,21,BOS,13,0,71,6,18,0.333,0,7,0,6,11,0.545,0.333,2,2,1,8,3,11,5,2,3,4,11,14
479,Lamar Stevens,PF,26,TOT,34,2,447,90,193,0.466,11,35,0.314,79,158,0.5,0.495,34,43,0.791,28,73,101,22,16,16,23,38,225
479,Lamar Stevens,PF,26,BOS,19,1,122,21,45,0.467,3,8,0.375,18,37,0.486,0.5,8,11,0.727,12,19,31,8,6,5,9,14,53
479,Lamar Stevens,PF,26,MEM,15,1,325,69,148,0.466,8,27,0.296,61,121,0.504,0.493,26,32,0.813,16,54,70,14,10,11,14,24,172
480,Isaiah Stewart,PF,22,DET,46,45,1423,186,382,0.487,67,175,0.383,119,207,0.575,0.575,64,85,0.753,74,231,305,73,17,38,66,99,503
481,Julian Strawther,SF,21,DEN,45,0,527,81,217,0.373,40,135,0.296,41,82,0.5,0.465,20,27,0.741,5,50,55,44,17,7,19,52,222
482,Max Strus,SF,27,CLE,63,63,2011,279,665,0.42,152,439,0.346,127,226,0.562,0.534,65,83,0.783,57,234,291,235,58,28,97,160,775
483,Jalen Suggs,SG,22,ORL,67,67,1794,296,640,0.463,140,350,0.4,156,290,0.538,0.572,99,130,0.762,44,163,207,179,97,41,125,183,831
484,Cole Swider,SF,24,MIA,15,0,83,15,36,0.417,10,28,0.357,5,8,0.625,0.556,2,2,1,1,6,7,4,1,1,8,2,42
485,Jae'Sean Tate,SF,28,HOU,64,9,1029,108,229,0.472,23,77,0.299,85,152,0.559,0.522,26,39,0.667,61,136,197,64,42,15,37,136,265
486,Jayson Tatum,PF,25,BOS,69,69,2480,637,1345,0.474,217,572,0.379,420,773,0.543,0.554,390,469,0.832,63,506,569,339,70,40,177,137,1881
487,Terry Taylor,PF,24,CHI,30,0,178,19,37,0.514,2,9,0.222,17,28,0.607,0.541,2,3,0.667,15,20,35,10,4,2,7,17,42
488,Garrett Temple,SG,37,TOR,21,0,150,18,39,0.462,8,20,0.4,10,19,0.526,0.564,9,10,0.9,8,21,29,16,8,1,6,14,53
489,Dalen Terry,SG,21,CHI,52,1,557,51,123,0.415,14,62,0.226,37,61,0.607,0.472,21,34,0.618,24,71,95,69,21,11,26,65,137
490,Daniel Theis,C,31,TOT,55,3,915,137,260,0.527,22,59,0.373,115,201,0.572,0.569,34,46,0.739,77,136,213,58,19,46,37,118,330
490,Daniel Theis,C,31,IND,1,0,8,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,,0,0,0,0,0,0,0,1,2
490,Daniel Theis,C,31,LAC,54,3,907,136,256,0.531,22,58,0.379,114,198,0.576,0.574,34,46,0.739,77,136,213,58,19,46,37,117,328
491,Cam Thomas,SG,22,BRK,59,44,1831,465,1050,0.443,125,341,0.367,340,709,0.48,0.502,243,286,0.85,25,166,191,175,43,13,109,126,1298
492,Isaiah Thomas,PG,34,PHO,2,0,9,2,5,0.4,1,2,0.5,1,3,0.333,0.5,0,0,,0,0,0,2,0,0,0,0,5
493,Amen Thompson,SF,21,HOU,55,16,1177,205,389,0.527,8,56,0.143,197,333,0.592,0.537,89,131,0.679,122,227,349,131,67,34,78,127,507
494,Ausar Thompson,SF,21,DET,63,38,1583,232,480,0.483,21,113,0.186,211,367,0.575,0.505,71,119,0.597,129,273,402,120,68,59,84,175,556
495,Klay Thompson,SF,33,GSW,70,56,2075,432,1016,0.425,237,621,0.382,195,395,0.494,0.542,112,122,0.918,32,199,231,157,43,31,105,117,1213
496,Tristan Thompson,C,32,CLE,45,0,532,70,111,0.631,0,1,0,70,110,0.636,0.631,15,50,0.3,71,98,169,51,12,14,29,59,155
497,JT Thor,PF,21,CHO,56,1,660,59,155,0.381,23,70,0.329,36,85,0.424,0.455,7,13,0.538,39,81,120,23,8,21,13,50,148
498,Matisse Thybulle,SF,26,POR,65,19,1487,126,317,0.397,80,231,0.346,46,86,0.535,0.524,22,29,0.759,30,106,136,90,113,49,40,93,354
499,Xavier Tillman Sr.,C-PF,25,TOT,47,14,890,105,250,0.42,15,70,0.214,90,180,0.5,0.45,22,49,0.449,67,130,197,69,47,40,32,70,247
499,Xavier Tillman Sr.,C,25,MEM,34,13,700,87,213,0.408,12,53,0.226,75,160,0.469,0.437,18,43,0.419,56,101,157,57,42,35,29,60,204
499,Xavier Tillman Sr.,PF,25,BOS,13,1,190,18,37,0.486,3,17,0.176,15,20,0.75,0.527,4,6,0.667,11,29,40,12,5,5,3,10,43
500,Jacob Toppin,SF,23,NYK,9,0,38,5,9,0.556,1,4,0.25,4,5,0.8,0.611,2,2,1,3,4,7,3,0,1,1,3,13
501,Obi Toppin,PF,25,IND,75,28,1601,294,516,0.57,90,224,0.402,204,292,0.699,0.657,69,91,0.758,76,211,287,110,39,37,62,130,747
502,Juan Toscano-Anderson,SF,30,SAC,11,0,53,3,12,0.25,1,4,0.25,2,8,0.25,0.292,0,0,,4,10,14,4,1,1,2,11,7
503,Karl-Anthony Towns,PF,28,MIN,60,60,1969,472,932,0.506,134,317,0.423,338,615,0.55,0.578,250,286,0.874,91,413,504,179,43,40,169,198,1328
504,Gary Trent Jr.,SG,25,TOR,66,36,1835,325,763,0.426,165,412,0.4,160,351,0.456,0.534,67,87,0.77,23,145,168,105,68,10,41,86,882
505,Oscar Tshiebwe,PF,24,IND,8,0,42,10,20,0.5,0,0,,10,20,0.5,0.5,6,8,0.75,8,8,16,2,2,1,0,3,26
506,P.J. Tucker,PF,38,TOT,25,4,389,13,39,0.333,10,29,0.345,3,10,0.3,0.462,3,3,1,23,48,71,12,13,7,8,48,39
506,P.J. Tucker,PF,38,PHI,3,3,66,2,5,0.4,2,5,0.4,0,0,,0.6,0,0,,1,13,14,0,3,2,2,9,6
506,P.J. Tucker,PF,38,LAC,22,1,323,11,34,0.324,8,24,0.333,3,10,0.3,0.441,3,3,1,22,35,57,12,10,5,6,39,33
507,Myles Turner,C,27,IND,71,71,1936,436,843,0.517,103,295,0.349,333,548,0.608,0.578,227,293,0.775,108,381,489,92,37,130,101,220,1202
508,Hunter Tyson,PF,23,DEN,14,0,40,7,17,0.412,4,12,0.333,3,5,0.6,0.529,0,0,,1,8,9,2,0,0,2,10,18
509,Stanley Umude,SG,24,DET,24,2,307,37,84,0.44,24,53,0.453,13,31,0.419,0.583,29,32,0.906,8,43,51,11,8,7,14,40,127
510,Jonas Valan?i¨±nas,C,31,NOP,74,74,1773,367,656,0.559,37,111,0.333,330,545,0.606,0.588,145,182,0.797,177,496,673,154,28,68,98,202,916
511,Jarred Vanderbilt,PF,24,LAL,29,6,581,59,114,0.518,8,27,0.296,51,87,0.586,0.553,24,36,0.667,41,97,138,36,36,5,28,43,150
512,Fred VanVleet,PG,29,HOU,67,67,2452,374,905,0.413,204,531,0.384,170,374,0.455,0.526,170,196,0.867,26,221,247,542,87,57,117,160,1122
513,Devin Vassell,SG,23,SAS,68,62,2248,498,1056,0.472,166,446,0.372,332,610,0.544,0.55,161,201,0.801,27,234,261,277,73,23,108,74,1323
514,Sasha Vezenkov,PF,28,SAC,36,0,450,76,168,0.452,39,101,0.386,37,67,0.552,0.568,10,13,0.769,30,58,88,16,18,7,12,37,201
515,Gabe Vincent,PG,27,LAL,6,0,141,13,36,0.361,2,19,0.105,11,17,0.647,0.389,1,2,0.5,2,4,6,16,7,0,3,14,29
516,Nikola Vu?evi?,C,33,CHI,70,68,2397,540,1121,0.482,83,292,0.284,457,829,0.551,0.519,96,117,0.821,193,549,742,235,47,57,113,176,1259
517,Tristan Vukcevic,C,20,WAS,5,0,32,3,10,0.3,3,7,0.429,0,3,0,0.45,0,0,,0,9,9,2,1,1,2,6,9
518,Dean Wade,PF,27,CLE,54,32,1108,96,232,0.414,79,202,0.391,17,30,0.567,0.584,20,26,0.769,37,181,218,43,40,25,20,93,291
519,Franz Wagner,SF,22,ORL,66,66,2155,482,1007,0.479,87,309,0.282,395,698,0.566,0.522,239,282,0.848,64,287,351,253,70,26,130,155,1290
520,Moritz Wagner,C,26,ORL,72,1,1288,297,496,0.599,34,103,0.33,263,393,0.669,0.633,152,190,0.8,108,211,319,91,35,20,89,143,780
521,Ish Wainright,SF,29,TOT,10,0,61,7,24,0.292,7,20,0.35,0,4,0,0.438,2,2,1,3,11,14,1,4,1,2,8,23
521,Ish Wainright,SF,29,POR,7,0,46,6,18,0.333,6,16,0.375,0,2,0,0.5,2,2,1,0,9,9,0,2,1,1,4,20
521,Ish Wainright,SF,29,PHO,3,0,15,1,6,0.167,1,4,0.25,0,2,0,0.25,0,0,,3,2,5,1,2,0,1,4,3
522,Jabari Walker,SF,21,POR,65,16,1466,205,432,0.475,33,118,0.28,172,314,0.548,0.513,108,143,0.755,126,289,415,60,40,21,59,155,551
523,Jarace Walker,PF,20,IND,30,0,315,40,101,0.396,20,52,0.385,20,49,0.408,0.495,8,9,0.889,11,45,56,37,14,11,15,28,108
524,Lonnie Walker IV,SG,25,BRK,53,0,892,188,438,0.429,97,245,0.396,91,193,0.472,0.54,42,55,0.764,10,96,106,64,29,15,47,67,515
525,Cason Wallace,SG,20,OKC,74,10,1528,197,393,0.501,91,213,0.427,106,180,0.589,0.617,25,33,0.758,47,122,169,102,60,32,38,118,510
526,Jordan Walsh,SF,19,BOS,6,0,40,3,8,0.375,0,4,0,3,4,0.75,0.375,0,0,,3,10,13,4,2,1,2,6,6
527,T.J. Warren,SF,30,MIN,8,0,106,13,34,0.382,2,11,0.182,11,23,0.478,0.412,1,2,0.5,5,12,17,7,3,1,4,11,29
528,P.J. Washington,PF,25,TOT,66,38,1988,314,725,0.433,114,365,0.312,200,360,0.556,0.512,90,131,0.687,79,285,364,127,59,52,85,159,832
528,P.J. Washington,PF,25,CHO,44,17,1286,227,509,0.446,79,244,0.324,148,265,0.558,0.524,67,94,0.713,53,179,232,97,38,32,66,112,600
528,P.J. Washington,PF,25,DAL,22,21,702,87,216,0.403,35,121,0.289,52,95,0.547,0.484,23,37,0.622,26,106,132,30,21,20,19,47,232
529,TyTy Washington Jr.,PG,22,MIL,5,0,21,1,7,0.143,1,3,0.333,0,4,0,0.214,0,0,,0,1,1,1,2,0,2,0,3
530,Yuta Watanabe,SF,29,TOT,34,0,464,41,116,0.353,25,85,0.294,16,31,0.516,0.461,10,17,0.588,11,43,54,15,12,7,19,39,117
530,Yuta Watanabe,SF,29,PHO,29,0,382,35,97,0.361,24,75,0.32,11,22,0.5,0.485,10,15,0.667,11,34,45,10,9,7,16,34,104
530,Yuta Watanabe,SF,29,MEM,5,0,82,6,19,0.316,1,10,0.1,5,9,0.556,0.342,0,2,0,0,9,9,5,3,0,3,5,13
531,Lindy Waters III,SG,26,OKC,31,0,199,28,69,0.406,25,60,0.417,3,9,0.333,0.587,1,1,1,4,26,30,16,2,5,6,19,82
532,Trendon Watford,PF,23,BRK,56,0,670,133,247,0.538,22,55,0.4,111,192,0.578,0.583,59,69,0.855,46,108,154,65,21,16,42,88,347
533,Peyton Watson,SF,21,DEN,73,4,1329,188,407,0.462,43,144,0.299,145,263,0.551,0.515,66,98,0.673,49,173,222,73,39,72,53,127,485
534,Victor Wembanyama,C,20,SAS,66,66,1928,505,1079,0.468,113,350,0.323,392,729,0.538,0.52,274,343,0.799,149,542,691,240,85,226,239,146,1397
535,Blake Wesley,SG,20,SAS,54,1,730,84,174,0.483,8,42,0.19,76,132,0.576,0.506,44,66,0.667,16,60,76,144,26,9,40,78,220
536,Russell Westbrook,PG,35,LAC,62,10,1386,270,599,0.451,37,142,0.261,233,457,0.51,0.482,100,147,0.68,88,220,308,274,68,21,125,106,677
537,Coby White,PG,23,CHI,72,71,2641,491,1102,0.446,200,520,0.385,291,582,0.5,0.536,204,243,0.84,41,297,338,376,48,17,154,170,1386
538,Derrick White,SG,29,BOS,68,68,2223,369,791,0.466,184,459,0.401,185,332,0.557,0.583,132,147,0.898,48,245,293,352,69,84,106,140,1054
539,Cam Whitmore,SF,19,HOU,39,1,700,175,378,0.463,63,175,0.36,112,203,0.552,0.546,60,92,0.652,37,115,152,19,26,11,36,49,473
540,Aaron Wiggins,SG,25,OKC,70,1,1037,172,298,0.577,54,109,0.495,118,189,0.624,0.668,42,55,0.764,55,108,163,66,41,16,48,75,440
541,Andrew Wiggins,SF,28,GSW,65,53,1753,319,707,0.451,79,222,0.356,240,485,0.495,0.507,120,163,0.736,103,192,295,111,38,35,77,135,837
542,Lindell Wigginton,PG,25,MIL,3,0,8,2,5,0.4,0,2,0,2,3,0.667,0.4,2,2,1,0,0,0,0,0,0,1,1,6
543,Alondes Williams,SG,24,MIA,4,0,11,1,4,0.25,0,2,0,1,2,0.5,0.25,1,1,1,0,1,1,0,0,0,1,0,3
544,Brandon Williams,PG,24,DAL,12,0,59,8,22,0.364,2,6,0.333,6,16,0.375,0.409,6,11,0.545,3,4,7,12,1,1,3,2,24
545,Grant Williams,PF,25,TOT,70,37,1928,241,542,0.445,115,315,0.365,126,227,0.555,0.551,94,125,0.752,79,207,286,140,41,37,98,205,691
545,Grant Williams,PF,25,DAL,47,33,1242,131,317,0.413,79,210,0.376,52,107,0.486,0.538,41,55,0.745,46,123,169,81,24,27,53,137,382
545,Grant Williams,PF,25,CHO,23,4,686,110,225,0.489,36,105,0.343,74,120,0.617,0.569,53,70,0.757,33,84,117,59,17,10,45,68,309
546,Jalen Williams,PF,22,OKC,67,67,2124,515,953,0.54,100,232,0.431,415,721,0.576,0.593,178,219,0.813,37,230,267,308,75,43,119,173,1308
547,Jaylin Williams,C,21,OKC,61,0,768,77,191,0.403,46,123,0.374,31,68,0.456,0.524,26,32,0.813,31,173,204,83,24,25,28,87,226
548,Jeenathan Williams,SG,24,HOU,18,0,99,18,36,0.5,1,4,0.25,17,32,0.531,0.514,7,10,0.7,10,6,16,7,3,0,2,10,44
549,Kenrich Williams,PF,29,OKC,61,1,881,108,234,0.462,47,124,0.379,61,110,0.555,0.562,5,12,0.417,56,129,185,77,35,8,20,88,268
550,Mark Williams,C,22,CHO,19,19,508,98,151,0.649,0,0,,98,151,0.649,0.649,46,64,0.719,76,108,184,22,16,20,17,50,242
